id,paper,exam_round,year,question_number,variant,taxonomy_code,prompt_md,option_a,option_b,option_c,option_d,option_e,answer,explanation_md,question_type,source_ref,review_status,enabled,updated_at
mock-p2-r2-y107-q042,p2,2,107,42,,,小英文和小英九一起到咖啡店商討國事，小英文想喝單品咖啡，小英九想喝咖啡加牛奶，下列哪一種咖啡不會被兩人所選擇？,耶加雪菲,藍山咖啡,,拿鐵,,C,,single-choice,117-2專二試題\auto\117-2專二試題.md#q42,needs-review,FALSE,
mock-p2-r2-y107-q043,p2,2,107,43,,,臺灣栽培咖啡樹的面積約200-300 公頃，咖啡豆的產地除了最早崛起的雲林古坑咖啡之外，還有很多縣市栽種並積極改良研發處理，下列何者不會是臺灣生產的咖啡區？,南投國姓,桃園觀音山,屏東大武山,臺南東山,,B,,single-choice,117-2專二試題\auto\117-2專二試題.md#q43,needs-review,FALSE,
mock-p2-r2-y107-q044,p2,2,107,44,,,美美想學韓劇秘密花園的女主角，戲中女主角和男主角在咖啡店喝咖啡時，因為咖啡上方有一層厚厚的奶泡，所以入口時嘴唇旁都沾滿了奶泡，男主角看到女主角的模樣，感覺很是可愛，所以，美美約會時應該點下列哪一種咖啡才能有這種效果？,美式咖啡,義式濃縮咖啡,阿法奇朵,卡布其諾咖啡,,D,,single-choice,117-2專二試題\auto\117-2專二試題.md#q44,needs-review,FALSE,
mock-p2-r2-y107-q045,p2,2,107,45,,,有關義式咖啡的沖煮原理，下列敘述何者不正確？,是一種壓力式的原理，最適當的幫浦壓力為8-9 個大氣壓力的力道,開機後將第一杯熱水漏掉，主要目的是帶出隔夜的髒水,藉著強大壓力將咖啡粉中的油質和膠質粹取出來，並乳化成細小泡沫，這些乳化的細小泡沫稱為 Crema,通常市售的 Single Espresso 咖啡粉量為 12-14 克,,D,,single-choice,117-2專二試題\auto\117-2專二試題.md#q45,needs-review,FALSE,
mock-p2-r2-y107-q046,p2,2,107,46,,,玲玲想要在家自己沖煮咖啡，但不想使用太繁瑣的沖煮方式，於是友人建議可以使用浸泡法原理，因此下列哪一個是玲玲可以購買的咖啡煮具？,濾壓壺,摩卡壺,比利時壺,義式濃縮咖啡機,,A,,single-choice,117-2專二試題\auto\117-2專二試題.md#q46,needs-review,FALSE,
mock-p2-r2-y107-q047,p2,2,107,47,,,下列哪一種乳製品可以放在室溫，又不添加糖份，適合直接飲用？,無糖煉乳,奶水,保久乳,優酪乳,,C,,single-choice,117-2專二試題\auto\117-2專二試題.md#q47,needs-review,FALSE,
mock-p2-r2-y107-q048,p2,2,107,48,,,牛奶的營養成份高，成長中的孩童可以多攝取牛奶，下列營養素中，牛奶的營養素共有幾種？①蛋白質 ②脂肪 ③醣类 ④鈣 ⑤磷 ⑥維生素 A ⑦維生素 B2 ⑧維生素C,5 種,6 種,7 種,8 種,,C,,single-choice,117-2專二試題\auto\117-2專二試題.md#q48,needs-review,FALSE,
mock-p2-r2-y107-q049,p2,2,107,49,,,在吧檯常見的碳酸飲料中，相較於其他碳酸飲料而言，下列哪一種較不常被混合調製為雞尾酒？,Root Beer,Sprite,Coke,Tonic Water,,A,,single-choice,117-2專二試題\auto\117-2專二試題.md#q49,needs-review,FALSE,
mock-p2-r2-y107-q050,p2,2,107,50,,,下列哪一種飲品的材料並沒有加入冰淇淋？,Milk Shake,Smoothie,Sundae,"Parfait

【以下空白】",,B,,single-choice,117-2專二試題\auto\117-2專二試題.md#q50,needs-review,FALSE,
mock-p2-r3-y107-q001,p2,3,107,1,,,「餐飲產品隨著服務提供者、用餐地點和時間等不同，很難維持品質的穩定性」，並與Variability共同可以解釋的特性為下列何者？,Heterogeneity,Inseparability,Intangibility,Perishability,,A,,single-choice,117-3專二試題\auto\117-3專二試題.md#q1,needs-review,FALSE,
mock-p2-r3-y107-q002,p2,3,107,2,,,下列哪一種酒適合搭配舒芙蕾做為Digestif？甲、Fino Sherry 乙、Oloroso Sherry 丙、Sauternes 丁、Rosso Vermouth 戊、Dry Vermouth,甲丙,乙丙,丙丁,丙戊,,B,,single-choice,117-3專二試題\auto\117-3專二試題.md#q2,needs-review,FALSE,
mock-p2-r3-y107-q003,p2,3,107,3,,,餐具擺設大多以左叉右刀為主；但因應節日需求而擬定菜單出現的特殊餐具擺設，下列何者錯誤？,Bouillabaisse：左魚叉、右魚刀及橢圓湯匙,Artichokes：左沙拉叉、右沙拉刀,Pasta：左橢圓湯匙、右餐叉,Caviar：左點心叉、右點心匙,,D,,single-choice,117-3專二試題\auto\117-3專二試題.md#q3,needs-review,FALSE,
mock-p2-r3-y107-q004,p2,3,107,4,,,市長邀請臺中市各鄉里代表出席花博饗宴，在席次安排上以 3P 原則為最高指標，請問分別為何？,Position、Political Situation、Personal Relationship,Position、Perishability、Personal Relationship,Position、Political Situation、Personality,Political、Position Situation、Personal Relationship,,A,,single-choice,117-3專二試題\auto\117-3專二試題.md#q4,needs-review,FALSE,
mock-p2-r3-y107-q005,p2,3,107,5,,,下列哪一項物品，不是一般餐廳Service Station 中的固定必備品？,Table Knife,Dinner Fork,Soup Spoon,Chafing Dish,,D,,single-choice,117-3專二試題\auto\117-3專二試題.md#q5,needs-review,FALSE,
mock-p2-r3-y107-q006,p2,3,107,6,,,英俊挺拔又帥氣的服務生以單手持托服務全場，有關「單手托法」之敘述，下列何者錯誤？,左手手臂成90 度角，掌心向上、五指張開，手掌放在托盤底部的正中央,托盤靠近腰際之間，再以右手拇指握住托盤邊緣幫助穩固,運送雞尾酒，多將托盤放於胸前,在人多或動線狹窄的地方，可將托盤放於人中與胸前之間,,D,,single-choice,117-3專二試題\auto\117-3專二試題.md#q6,needs-review,FALSE,
mock-p2-r3-y107-q007,p2,3,107,7,,,口布摺疊有分對角、三摺法、四摺法及正方形四摺法，請從下列選項中挑選出「對角摺法」的口布款式？,三明治、濟公帽,靴子、雨後春筍,和服、鐵甲武士,蝴蝶、西裝,,C,,single-choice,117-3專二試題\auto\117-3專二試題.md#q7,needs-review,FALSE,
mock-p2-r3-y107-q008,p2,3,107,8,,,服務叉匙源自英式服務，有關服務叉匙握法的敘述，下列何者正確？甲、雙手持法：右叉左匙乙、雙手持法：左叉右匙丙、指夾法：上叉下匙丁、指握法：下叉上匙,甲、丙,甲、丁,乙、丙,乙、丁,,C,,single-choice,117-3專二試題\auto\117-3專二試題.md#q8,needs-review,FALSE,
mock-p2-r3-y107-q009,p2,3,107,9,,,菜單工程是依照邊際貢獻率或為利潤及產品銷售量或為點菜率的線向變化，做為更換菜單的依據。有關菜單工程的敘述，下列何者錯誤？,明星型Stars，高銷售率、受歡迎程度高，可作為餐廳代表菜色,跑馬型 Horses，低成本、高利潤，是餐廳的明日之星,苟延殘喘型Dogs，點菜率、邊際貢獻率皆低，更換此類菜色,困惑型Puzzles，利潤高，但點菜率不佳，應加強促銷,,B,,single-choice,117-3專二試題\auto\117-3專二試題.md#q9,needs-review,FALSE,
mock-p2-r3-y107-q010,p2,3,107,10,,,小泡芙奶奶八十大壽，將於寶麗金港式飲茶宴客百桌，有關中式餐桌擺設，下列敘述何者正確？,個人用毛巾碟置於骨盤右側,公用之調味醬匙柄朝右擺放,進行餐具擺設宜先擺放味碟以方便定位,龍頭架又稱雙生筷架，左方為匙架放銀湯匙，右方為筷架放於骨盤右上方，且龍頭朝左擺放,,B,,single-choice,117-3專二試題\auto\117-3專二試題.md#q10,needs-review,FALSE,
mock-p2-r3-y107-q011,p2,3,107,11,,,「左叉右刀」為慣用模式，下列何種菜餚的餐具擺設，叉子不是置於顧客的右側？,Oyster With Shell,Caesar Salad,Spaghetti,Escargot With Shell,,B,,single-choice,117-3專二試題\auto\117-3專二試題.md#q11,needs-review,FALSE,
mock-p2-r3-y107-q012,p2,3,107,12,,,志明與春嬌小倆口專程到瑪列‧小巴黎商人餐廳用餐共渡浪漫情人節，服務人員當天以Tableside Cookery 方式完成主菜 Black Pepper Steak 及甜點 Crepe Suzette，請問這兩道菜皆使用下列哪一種服勤技巧？,tossing,carving,boning,flaming,,D,,single-choice,117-3專二試題\auto\117-3專二試題.md#q12,needs-review,FALSE,
mock-p2-r3-y107-q013,p2,3,107,13,,,飯店提供每位房客一份美式早餐及報紙，在其餐具擺設裡不需要的器皿為何？,餐刀及餐叉,麵包盤及奶油刀,咖啡杯組,湯匙,,D,,single-choice,117-3專二試題\auto\117-3專二試題.md#q13,needs-review,FALSE,
mock-p2-r3-y107-q014,p2,3,107,14,,,下列何種類型的餐飲服務，設有座位區供顧客享用美食佳餚？,Cabin Catering Service,Mobile Canteen Service,Drive-in Service,Take-away Service,,A,,single-choice,117-3專二試題\auto\117-3專二試題.md#q14,needs-review,FALSE,
mock-p2-r3-y107-q015,p2,3,107,15,,,有關 Plate Service 之敘述，下列何者正確？,新式美式大多以右手自客人左後方供應飲料,傳統美式服務上菜自客人右後方供應,收拾殘盤時，一律於客人左側收拾,帳單面朝下置於客人左側之桌緣上,,D,,single-choice,117-3專二試題\auto\117-3專二試題.md#q15,needs-review,FALSE,
mock-p2-r3-y107-q016,p2,3,107,16,,,有關各國代表菜餚與餐酒配對，下列何者錯誤？,英國炸魚薯條—Sparklin <sup>g</sup> <sup>Wine</sup> <sub>ne</sub> <sub>gne</sub>,波雅克小羔羊—Rose Wi,德式酸菜豬腳—Port,法國三大珍味—Champa,,C,,single-choice,117-3專二試題\auto\117-3專二試題.md#q16,needs-review,FALSE,
mock-p2-r3-y107-q017,p2,3,107,17,,,至香港名店享用「避風塘炒蟹」時，下列服務方式何者正確？,宜於賓客食用此道菜餚前，從左側更換新毛巾,宜於賓客食用此道菜餚前，從左側更換新骨盤,宜於賓客食用完此道菜餚後，從左側僅更換新毛巾,宜於賓客食用完此道菜餚後，從左側更換新毛巾及骨盤,,D,,single-choice,117-3專二試題\auto\117-3專二試題.md#q17,needs-review,FALSE,
mock-p2-r3-y107-q018,p2,3,107,18,,,宥嘉第一天至高級西餐廳上班，有關西餐上菜的順序應為何？,,,,,,A,,essay,117-3專二試題\auto\117-3專二試題.md#q18,needs-review,FALSE,
mock-p2-r3-y107-q019,p2,3,107,19,,,西餐供應中途會給予小物去調整口腔的味覺，以便享用下 道美食。下列敘述中何者和Sorbet沒有共同功用？,麵包,巧克力,開水,沙瓦,,B,,single-choice,117-3專二試題\auto\117-3專二試題.md#q19,needs-review,FALSE,
mock-p2-r3-y107-q020,p2,3,107,20,,,有關餐具清潔後的殘留物質檢驗配對，下列何者錯誤？,澱粉：碘試液，殘留物反應呈藍紫色,蛋白質：寧海俊試液，殘留物反應呈藍紫色,油脂：清潔劑ABS 檢驗試劑及蘇丹試液，殘留物反應呈紅色斑點,大腸桿菌：大腸桿菌檢查試紙，殘留物反應呈紅色斑點,,C,,single-choice,117-3專二試題\auto\117-3專二試題.md#q20,needs-review,FALSE,
mock-p2-r3-y107-q021,p2,3,107,21,,,防災演練中能有效降低火災時火焰急速上竄及濃煙四起，應平日就要將大樓所有的「防火安全門」：,打開,半開,關閉,鎖住,,C,,single-choice,117-3專二試題\auto\117-3專二試題.md#q21,needs-review,FALSE,
mock-p2-r3-y107-q022,p2,3,107,22,,,咖啡粉研磨等級為Turkish Grind，較適合以哪一種方式沖煮？甲、土耳其咖啡壺 乙、法式濾壓壺 丙、Espresso 丁、虹吸式,甲、丙,甲、丁,乙、丙,乙、丁,,A,,single-choice,117-3專二試題\auto\117-3專二試題.md#q22,needs-review,FALSE,
mock-p2-r3-y107-q023,p2,3,107,23,,,下列根據涵碧樓等相同類型的國際觀光旅館所提供之服務與單位做搭配的組合，何者正確？,Maid Service—Housekeeping,Baggage Service—Reservation,Valet Parking Service—Laundry Dept.,Lost & Found—Front Desk,,A,,single-choice,117-3專二試題\auto\117-3專二試題.md#q23,needs-review,FALSE,
mock-p2-r3-y107-q024,p2,3,107,24,,,有關旅館套房等級由高到低的排列，下列何者正確？,Presidential suite、Standard suite、Deluxe suite,Executive Suite、Presidential suite、Standard suite,Presidential suite、Executive Suite、Standard suite,Standard suite、Deluxe suite、Presidential suite,,C,,single-choice,117-3專二試題\auto\117-3專二試題.md#q24,needs-review,FALSE,
mock-p2-r3-y107-q025,p2,3,107,25,,,有關國際觀光旅館單人床之重新鋪設，下列品項應準備的總數量為何？甲、bed pad 乙、Yellow pages 丙、bidet 丁、Bath Mat 戊、pillow case,1,2,3,4,,C,,single-choice,117-3專二試題\auto\117-3專二試題.md#q25,needs-review,FALSE,
mock-p2-r3-y107-q026,p2,3,107,26,,,有關鋪設毛毯型加床床鋪之作業順序，下列何者正確？甲、bed sheet，正面朝上乙、bed sheet，正面朝下丙、blanket丁、bed cover戊、pillow case,甲→乙→丙→丁→戊,乙→甲→丙→甲→丁,甲→乙→丙→甲→戊,乙→丙→甲→戊→丁,,C,,single-choice,117-3專二試題\auto\117-3專二試題.md#q26,needs-review,FALSE,
mock-p2-r3-y107-q027,p2,3,107,27,,,有關餐具之清潔，下列敘述何者錯誤？,鹼性洗潔劑可用於清洗洗碗機、酸性汙垢、蛋白質,弱鹼性洗潔劑可用於餐具之清潔,洗碗機中加入快乾劑有助於碗盤之乾燥,三槽式的人工洗滌設備以沖洗槽的水溫度最高,,D,,single-choice,117-3專二試題\auto\117-3專二試題.md#q27,needs-review,FALSE,
mock-p2-r3-y107-q028,p2,3,107,28,,,福華大飯店在房務報表上顯示為ASN，這代表該房可能屬於下列何種狀態？,未辦理退房的房間,已辦理退房的房間,未賣出的空房間,已預排的空房間,,D,,single-choice,117-3專二試題\auto\117-3專二試題.md#q28,needs-review,FALSE,
mock-p2-r3-y107-q029,p2,3,107,29,,,服務人員為顧客旁桌服務「Crepe Suzette」時，不須準備下列何種材料？,Grand Marnier,Coffee,Lemon,Sugar,,B,,single-choice,117-3專二試題\auto\117-3專二試題.md#q29,needs-review,FALSE,
mock-p2-r3-y107-q030,p2,3,107,30,,,客人Check Out時Room maid欲進行清潔的例行作業，下列何者需要送洗？,被套,床尾巾,床罩,羽毛被,,A,,single-choice,117-3專二試題\auto\117-3專二試題.md#q30,needs-review,FALSE,
mock-p2-r3-y107-q031,p2,3,107,31,,,有關客房清潔維護作業，下列何者宜使用乾的抹布擦拭？甲、銅製手把上油 乙、排風機出口清潔 丙、垃圾桶外部清潔 丁、冰箱壓縮機清潔,甲、乙,乙、丙,甲、丁,丙、丁,,C,,single-choice,117-3專二試題\auto\117-3專二試題.md#q31,needs-review,FALSE,
mock-p2-r3-y107-q032,p2,3,107,32,,,下列房務專業術語，何者錯誤？,OOI：故障房,OCC：續住、尚未清潔,DNS：房客外住,DNA：房客無故未到,,B,,single-choice,117-3專二試題\auto\117-3專二試題.md#q32,needs-review,FALSE,
mock-p2-r3-y107-q033,p2,3,107,33,,,依西餐餐飲服勤技巧，下列何者錯誤？,主餐配菜的擺設，以擺放位置而言，由左→右為澱粉→蔬菜,主餐配菜的擺設，以顏色而言，由左→右爲白色→紅色→綠色,全魚服務則是魚頭朝左、魚腹朝下；蝦類服務亦同,"洋蔥扒黑胡椒牛排，分菜順序爲：洋蔥絲→牛排→淋黑胡椒汁

## 第二部分：飲料與調酒",,B,,single-choice,117-3專二試題\auto\117-3專二試題.md#q33,needs-review,FALSE,
mock-p2-r3-y107-q034,p2,3,107,34,,,「飲料」對現代人而言，除了滿足生理、口感或新奇的需求，更是用來從事社交活動、增進人際關係的潤滑劑。下列相關敘述，何者錯誤？,主要成分為水,英文稱為 Beverage，源於拉丁文Bibere，意指「飲用之物,銷售場所條件設限多，業者多以自行創業、連鎖經營為主要經營型態,含酒精成分以容量計算達0.5%者，即可稱為「酒」,,C,,single-choice,117-3專二試題\auto\117-3專二試題.md#q34,needs-review,FALSE,
mock-p2-r3-y107-q035,p2,3,107,35,,,「茶」譽為中國人的國飲，有關其發展之敘述，下列何者正確？甲、中國西南地區(雲南、貴州和四川)為茶樹原產地乙、漢代陸羽撰著《茶經》，堪稱中國茶道的先聲丙、唐太宗親著《大觀茶論》，倡導茶學，帶動鬥茶風潮丁、明太祖發布詔令，廢團茶、興葉茶，帶動製茶技藝發展，並發明炒菁法戊、臺灣茶發展傳承自中國福建茶系,甲乙丙,乙丙丁,丙丁戊,甲丁戊,,D,,single-choice,117-3專二試題\auto\117-3專二試題.md#q35,needs-review,FALSE,
mock-p2-r3-y107-q036,p2,3,107,36,,,下列茶品項中，未經萎凋製程者共有幾款？甲、臺茶 21 號 乙、龍井茶 丙、白毫烏龍 丁、煎茶 戊、玉露茶 己、白毫銀針,3 款,4 款,5 款,6 款,,A,,single-choice,117-3專二試題\auto\117-3專二試題.md#q36,needs-review,FALSE,
mock-p2-r3-y107-q037,p2,3,107,37,,,有關茶葉特性之敘述，下列何者錯誤？,白牡丹、君山銀針同屬於不發酵茶,茶葉外形的形成，取決於揉捻製程,「渥堆」為黑茶加工特有製程,茶湯顏色取決於發酵程度，發酵時間長，色紅且具熟果香或焦糖香,,A,,single-choice,117-3專二試題\auto\117-3專二試題.md#q37,needs-review,FALSE,
mock-p2-r3-y107-q038,p2,3,107,38,,,有關咖啡知識之敘述，下列何者錯誤？甲、咖啡香氣源自揮發性脂肪成份乙、French Roast 烘焙程度較 High Roast 淺丙、精製(Processing)後的咖啡豆又可稱為羊皮咖啡(Parchment Coffee)丁、咖啡粉研磨過細，易出現萃取不足現象戊、以乾燥法(Dry Method)製豆對咖啡豆的損害較大己、烘焙程度越深，咖啡因含量愈高,Fermented Alcoholic Beverages：Cachaça、Sherry,Distilled Alcoholic Beverages：Mezcal、Kirsch,Compounded Alcoholic Beverages：Cointreau、Tia Maria,Liqueur：Bailey’s Irish Cream、Drambuie,,C,,single-choice,117-3專二試題\auto\117-3專二試題.md#q38,needs-review,FALSE,
mock-p2-r3-y107-q044,p2,3,107,44,,,有關國產酒之敘述，下列何者錯誤？甲、「台 啤酒」以蓬萊白米為主要原料，再加上大麥釀製，具淡雅清香風味乙、愛蘭白酒為臺灣菸酒公司埔里酒廠特產酒類丙、米酒頭是以糯米、小麥為原料製成丁、Kavalan 為臺灣威士忌榮耀品牌，產自臺灣菸酒公司宜蘭酒廠戊、五加皮酒調製基酒為高梁酒己、酒精濃度高低比較，玉泉窖藏18年狀元紅>紅標米酒>金牌啤酒,甲丙丁己,乙丙丁戊,丙丁戊己,甲乙戊己,,A,,single-choice,117-3專二試題\auto\117-3專二試題.md#q44,needs-review,FALSE,
mock-p2-r3-y107-q045,p2,3,107,45,,,有關Wine之敘述，下列何者錯誤？甲、酒瓶標示 Blanc de Noir 代表 100%使用 Pinot Noir 釀製乙、酒瓶標示 Fine Champagne Cognac，代表為優質法國香檳氣泡酒丙、Pinot Noir為常見紅葡萄品種之一，也可釀製白酒或氣泡酒丁、儲存環境相對濕度建議維持在50-80%，理想值以70%為佳<sup>戊、酒標如標示有年份，通常代表為裝瓶年份</sup>己、Jerez 使用 Solera System 釀製<sub>,乙丙戊,甲乙戊,</sub> <sub>丙丁己</sub> 己、Jerez 使用 Solera System釀製,甲丁己,,B,,single-choice,117-3專二試題\auto\117-3專二試題.md#q45,needs-review,FALSE,
mock-p2-r3-y107-q046,p2,3,107,46,,,Whisky主要產國以蘇格蘭、愛爾蘭、美國、日本和加拿大為主；有關其敘述，下列何者錯誤？甲、Single Malt Whisky僅使用單一家蒸餾酒廠所製造之麥芽威士忌調配乙、酒齡以裝瓶時間計算丙、Bourbon Whiskey產於美國肯德基州，具玉米風味，以火烤過之新橡木桶陳釀2 年以上丁、蘇格蘭威士忌享譽「英國國酒」，精餾度不得高於94.8%，並於橡木桶陳釀3 年以上戊、愛爾蘭威士忌以泥煤烘乾麥芽，味道濃郁，並經3 次蒸餾工法己、Scotch Mizuwali 飲用時以烈酒杯盛裝，並附上一杯冰水,甲乙丙,乙丙戊己,甲丙丁戊,乙戊己,,D,,single-choice,117-3專二試題\auto\117-3專二試題.md#q46,needs-review,FALSE,
mock-p2-r3-y107-q047,p2,3,107,47,,,有關「Pousse Café」之敘述，下列何者正確？,使用 Liqueur Glass 盛裝,調製方法為 Pour,裝飾為 Cinnamon Powder,添加 Crème de Café,,A,,single-choice,117-3專二試題\auto\117-3專二試題.md#q47,needs-review,FALSE,
mock-p2-r3-y107-q048,p2,3,107,48,,,雞尾酒調製過程中，需使用 Glass Rimmer 者為何？甲、Bloody Mary 乙、Margarita 丙、Frozen Margarita 丁、Orange Blossom 戊、Salty Dog,甲乙丙丁,乙丙丁戊,甲丙丁戊,甲乙戊,,B,,single-choice,117-3專二試題\auto\117-3專二試題.md#q48,needs-review,FALSE,
mock-p2-r3-y107-q049,p2,3,107,49,,,下列各款雞尾酒使用之調製方法與基酒組合，何者錯誤？,Dry Martini：Stir、Gin,Flying Grashopper：Shake、Vodka,God Father：Build、Scotch Whisky,Mojito：Blend、White Rum,,D,,single-choice,117-3專二試題\auto\117-3專二試題.md#q49,needs-review,FALSE,
mock-p2-r3-y107-q050,p2,3,107,50,,,下列雞尾酒款示中，何者並非使用Nutmeg Powder作為裝飾？甲、Hot Toddy 乙、Brandy Alexander 丙、Egg Nog 丁、Golden Rico 戊、Negus,甲乙戊,乙丙戊,甲丁,"丙丁

## 【以下空白】",,C,,single-choice,117-3專二試題\auto\117-3專二試題.md#q50,needs-review,FALSE,
mock-p2-r4-y107-q001,p2,4,107,1,,,渡假旅館為賓客送上迎賓飲料並在房內將毛巾摺疊成具有吉祥意涵的大象造型，讓房客感受到其「以客為尊」的服務理念，此為下列哪一種旅館商品？,Facilitating Goods,Supporting Facilities,Explicit Service,Implicit Service,,D,,single-choice,117-4專二試題\auto\117-4專二試題.md#q1,needs-review,FALSE,
mock-p2-r4-y107-q002,p2,4,107,2,,,下列何者與其他三者的床型較不同？,Divan Bed,Murphy bed,Studio Bed,Wall Bed,,A,,single-choice,117-4專二試題\auto\117-4專二試題.md#q2,needs-review,FALSE,
mock-p2-r4-y107-q003,p2,4,107,3,,,有關旅館公共區域的清潔與維護，下列敘述何者正確？,旅館內的植栽保養、修剪是工友的職責,門廳是旅館的門面，因此維持清潔與整齊是櫃台接待員(Room Clerk),大廳洗手間、衣帽間、電梯等維護清潔是「公清」的工作,旅館內公共洗手間之清潔維護工作是服務中心(Concierge)人員的工作,,C,,single-choice,117-4專二試題\auto\117-4專二試題.md#q3,needs-review,FALSE,
mock-p2-r4-y107-q004,p2,4,107,4,,,有關旅館組織中，下列敘述何者錯誤？,布巾室(Linen Room)：客務部的心臟地帶,總機(Operator)：旅館館內緊急事件發生時的通訊指揮中心,服務中心(Concierge)：旅館客務服務的連接站,公關部(PR dep.)：旅館的化妝師,,A,,single-choice,117-4專二試題\auto\117-4專二試題.md#q4,needs-review,FALSE,
mock-p2-r4-y107-q005,p2,4,107,5,,,下列何者不屬於 Housekeeping Office Clerk 的職責？,依據電腦訂房系統，分配清潔人力，製作客房狀況表,登錄與通知顧客的遺留物,掌握訂房狀況並預測住房率及平均房價,核對房間狀況後，通知櫃台,,C,,single-choice,117-4專二試題\auto\117-4專二試題.md#q5,needs-review,FALSE,
mock-p2-r4-y107-q006,p2,4,107,6,,,下列客房設備、器具的敘述，何者錯誤？,壁紙、窗簾：美觀大方外，更要重視防火材質，增加安全,洗臉檯：多採用陶瓷、人造石等材質，遇髒污時，需要菜瓜布刷洗清潔保持乾淨,化妝鏡：又稱刮鬍鏡，為可移動式桿架，鏡面可分一般及放大兩面,浴缸防滑握桿：不鏽鋼材質，設於浴缸壁面，離地 60 公分，斜度 45°，以防止滑倒或方便起身,,B,,single-choice,117-4專二試題\auto\117-4專二試題.md#q6,needs-review,FALSE,
mock-p2-r4-y107-q007,p2,4,107,7,,,下列哪一把旅館鑰匙可開啟全棟旅館所有客房之門鎖，通常在緊急狀況時經過授權使用？,Guest Key,Section Master Key,Room Main Key,General Master Key,,D,,single-choice,117-4專二試題\auto\117-4專二試題.md#q7,needs-review,FALSE,
mock-p2-r4-y107-q008,p2,4,107,8,,,下列何者屬於「消耗性備品(Expendables Supplies)」？,Coaster,Floor Lamp,Stopper,Chain Lock,,A,,single-choice,117-4專二試題\auto\117-4專二試題.md#q8,needs-review,FALSE,
mock-p2-r4-y107-q009,p2,4,107,9,,,Mike 為櫃台人員，正透過電腦系統觀看房間狀況，下列何種房況最不適合銷售給 Walk InGuest？,VR,OR,NS,OK,,B,,single-choice,117-4專二試題\auto\117-4專二試題.md#q9,needs-review,FALSE,
mock-p2-r4-y107-q010,p2,4,107,10,,,下列何者屬於房務員在退房作業的檢視工作？,掌握房客離開的正確時間，盡量運用房客在房間時進房檢查,檢視房客是否遺留物品或未取衣物,發現客房設備故障時，應盡快要求房客進行賠償,檢查房客交辦是否完成，進行Mini Bar飲料之補充,,B,,single-choice,117-4專二試題\auto\117-4專二試題.md#q10,needs-review,FALSE,
mock-p2-r4-y107-q011,p2,4,107,11,,,下列布品管控的原則，正確的有幾項？甲、布品類存放不需分類、定點、定量，可依使用者便利來安排乙、布品有不堪使用，可依布品報廢程序報廢丙、布品庫房應具專用功能，須保持通風乾燥丁、布品以存量卡標示清楚品名、尺寸和數量，落實先進後出原則戊、填寫布巾報廢明細後，若有堪用的布巾可直接申請服務巾使用,5 項,2 項,3 項,4 項,,C,,single-choice,117-4專二試題\auto\117-4專二試題.md#q11,needs-review,FALSE,
mock-p2-r4-y107-q012,p2,4,107,12,,,下列哪一位房務員操作開夜床的作法較不正確？,小寶房務員以兩張單人床開夜床，以面對中間床頭櫃單人床外側為之,麗君房務員以一張單人床開夜床，選擇靠近浴室一側為之,花花房務員一張單人床開夜床，以床頭櫃有電話一側為之,康康房務員一張雙人床開夜床，將羽絨被翻摺床頭頸，在床鋪兩側放置足布和拖鞋,,A,,single-choice,117-4專二試題\auto\117-4專二試題.md#q12,needs-review,FALSE,
mock-p2-r4-y107-q013,p2,4,107,13,,,房務工作區準備的步驟依序為何？甲、將固定床墊之安全束帶解開，塞在床墊下乙、將加床往地面拉下，床頭端離牆面30 公分，預留做床作業空間丙、雙手握住加床上方把手，右腳頂住下方橫桿丁、將加床推動至客房固定之位置，正確擺置床頭床尾方向戊、將雙手抓住加床底部之把手，推動加床，以不擋住前方視線方式推動,戊丁丙乙甲,乙丙丁戊甲,甲乙丙戊丁,乙丙甲戊丁,,A,,single-choice,117-4專二試題\auto\117-4專二試題.md#q13,needs-review,FALSE,
mock-p2-r4-y107-q014,p2,4,107,14,,,下列不屬於客房內制式固定的床鋪型式有幾種？甲、Roll-away Bed 乙、Additional Bed 丙、Baby Cot 丁、Spare Bed 戊、Extra Bed,2 種,3 種,4 種,5 種,,D,,single-choice,117-4專二試題\auto\117-4專二試題.md#q14,needs-review,FALSE,
mock-p2-r4-y107-q015,p2,4,107,15,,,有關旅館緊急事件，下列敘述何者錯誤？,啟動緊急事件處理中心，須將結果或處理過程呈報總經理,旅館人員需要有預防重於治療的觀念，防範未然,緊急事件發生時，需加強各樓層巡查狀況,旅館內緊急事件發生，只要啟動緊急事件處理中心，其他員工不需要太過於注意,,D,,single-choice,117-4專二試題\auto\117-4專二試題.md#q15,needs-review,FALSE,
mock-p2-r4-y107-q016,p2,4,107,16,,,下列何者為正確的房務撤床作業程序？甲、拆除枕套乙、拉床丙、檢查清潔衛生墊丁、摺疊毛毯或羽絨被戊、拆除床單與被套己、丟置於房務工作車,乙甲丁戊丙己,甲丁乙戊丙己,乙甲戊丁丙己,甲乙丁戊丙己,,C,,single-choice,117-4專二試題\auto\117-4專二試題.md#q16,needs-review,FALSE,
mock-p2-r4-y107-q017,p2,4,107,17,,,下列哪一種口布款式，較不適合做為客用？,西裝,法國折,立扇,牛角,,D,,single-choice,117-4專二試題\auto\117-4專二試題.md#q17,needs-review,FALSE,
mock-p2-r4-y107-q018,p2,4,107,18,,,下列餐巾款式何者較適合放在玻璃杯內？,司膳者服務,法式服務,美式服務,管家式服務,,A,,single-choice,117-4專二試題\auto\117-4專二試題.md#q18,needs-review,FALSE,
